"[('굳', 'VV')]"
"[('잘', 'MAG'), ('사용', 'NNG'), ('않', 'VX'), ('증권', 'NNG'), ('맛', 'NNG'), ('좀', 'MAG'), ('보', 'VV'), ('하', 'VX'), ('왜', 'MAG'), ('목표', 'NNG'), ('금액', 'NNG'), ('설정', 'NNP'), ('해도', 'NNP'), ('팝', 'NNG'), ('업', 'NNG'), ('뜨', 'VV'), ('소리', 'NNG'), ('진동', 'NNP'), ('안', 'MAG'), ('알리', 'VV'), ('주', 'VX'), ('설정', 'NNG'), ('어떻', 'VA'), ('하', 'VX')]"
"[('입출금', 'NNG'), ('편리', 'NNG'), ('토스', 'NNG'), ('증권', 'NNG'), ('사용', 'NNG'), ('이', 'VCP'), ('기능', 'NNG'), ('추가', 'NNG'), ('좋', 'VA')]","[('장외거래', 'NNP'), ('매수', 'NNG'), ('매도', 'NNP'), ('주문', 'NNP'), ('유지', 'NNP'), ('주문', 'NNG'), ('걷', 'VV'), ('놓', 'VX'), ('주문', 'NNG'), ('때', 'NNG'), ('설정', 'NNG'), ('기간', 'NNG'), ('동안', 'NNG'), ('주문', 'NNG'), ('유지', 'NNG'), ('좋', 'VA')]","[('같', 'VA'), ('금액', 'NNG'), ('매수', 'NNG'), ('매도', 'NNP'), ('주문', 'NNG'), ('넣', 'VV'), ('때', 'NNG'), ('많', 'VA'), ('매일', 'MAG'), ('매일', 'MAG'), ('주문', 'NNG'), ('다시', 'MAG'), ('넣', 'VV'), ('하', 'VV'), ('꽤', 'MAG'), ('귀찮', 'VA'), ('이', 'VCP')]","[('이', 'VCP'), ('기관', 'NNG'), ('거래', 'NNG'), ('동향', 'NNG'), ('장', 'NNP'), ('실시간', 'NNP'), ('보', 'VV'), ('있', 'VV'), ('하', 'VV'), ('주', 'VX'), ('하', 'VX')]","[('사람', 'NNG'), ('투자', 'NNG'), ('방법', 'NNG'), ('다르', 'VA'), ('경우', 'NNG'), ('이', 'VCP'), ('기관', 'NNG'), ('거래', 'NNG'), ('동향', 'NNG'), ('보', 'VV'), ('투자', 'NNG'), ('하', 'VV'), ('타입', 'NNG'), ('이', 'VCP'), ('실시간', 'NNP'), ('거래', 'NNG'), ('동향', 'NNG'), ('보', 'VV'), ('위하', 'VV'), ('토스', 'NNG'), ('증권', 'NNG'), ('이전', 'NNG'), ('사용', 'NNG'), ('아직', 'MAG'), ('사용', 'NNG'), ('이', 'VCP')]"
"[('토스', 'NNG'), ('발전', 'NNG'), ('늘', 'MAG'), ('응원', 'NNG')]"
"[('그동안', 'NNG'), ('토스', 'NNG'), ('덕분', 'NNG'), ('은행가', 'NNG'), ('수고', 'NNG'), ('덜', 'VV'), ('주', 'VX'), ('정말', 'MAG'), ('감사', 'NNG')]","[('일', 'NNP'), ('전', 'NNP'), ('계좌', 'NNP'), ('하나', 'NNP'), ('금액', 'NNG'), ('변동', 'NNP'), ('안', 'NNG'), ('입출금', 'NNG'), ('표시', 'NNG'), ('나오', 'VV'), ('않', 'VX'), ('상당히', 'MAG'), ('답답', 'XR')]","[('토스', 'NNG'), ('삭제', 'NNG'), ('다시', 'MAG'), ('깔', 'VV'), ('똑같', 'VA')]","[('왜', 'MAG'), ('현상', 'NNG'), ('발생', 'NNG'), ('어떻', 'VA'), ('해결', 'NNG'), ('하', 'VV'), ('알', 'VV'), ('싶', 'VX')]"
"[('잘', 'MAG'), ('사용', 'NNG'), ('이', 'VCP'), ('갑자기', 'MAG'), ('은행', 'NNG'), ('계좌', 'NNP'), ('거래', 'NNG'), ('내역', 'NNG'), ('중복', 'NNG'), ('나오', 'VV')]"
"[('갑자기', 'MAG'), ('치킨', 'NNP'), ('값', 'NNG'), ('모으', 'VV'), ('비상금', 'NNG'), ('모으', 'VV'), ('사라지', 'VV'), ('생각나', 'VV'), ('쓰', 'VV'), ('하', 'VV'), ('이', 'VV'), ('혹시', 'MAG'), ('버', 'NNP'), ('인가', 'NNP')]"
"[('저', 'IC'), ('토스', 'NNG'), ('잘', 'MAG'), ('쓰', 'VV'), ('있', 'VV'), ('제가', 'NNP'), ('이번', 'NNG'), ('차이', 'NNP'), ('카드', 'NNP'), ('발급', 'NNG'), ('차이', 'NNP'), ('카드', 'NNP'), ('토스', 'NNG'), ('연결', 'NNG'), ('안', 'MAG'), ('되', 'VV'), ('소비', 'NNG'), ('분석', 'NNG'), ('기능', 'NNG'), ('너무', 'MAG'), ('잘', 'MAG'), ('쓰', 'VV'), ('있', 'VV'), ('카드', 'NNG'), ('다', 'MAG'), ('연결', 'NNG'), ('되', 'VV'), ('좋', 'VA')]"
"[('편리', 'NNG'), ('좋', 'VA')]"
"[('토스', 'NNG'), ('터치', 'NNP'), ('해도', 'NNP'), ('않', 'VV'), ('열리', 'VV')]"
"[('처음', 'NNG'), ('어렵', 'VA'), ('적응', 'NNG'), ('편하', 'VA')]"
"[('업데이트', 'NNP'), ('버전', 'NNP'), ('은', 'NNP'), ('받', 'VV')]"
"[('좋', 'VA'), ('잘', 'MAG'), ('사용', 'NNG'), ('있', 'VV')]"
"[('좋', 'VA'), ('하', 'VV'), ('저번', 'NNG'), ('업데이트', 'NNP'), ('이후', 'NNG'), ('가계부', 'NNP'), ('쓰', 'VV'), ('수입', 'NNG'), ('지출', 'NNG'), ('관리', 'NNG'), ('좀', 'MAG'), ('더', 'MAG'), ('불편', 'NNG'), ('지', 'VX'), ('카드', 'NNG'), ('결제', 'NNG'), ('예정', 'NNG'), ('금액', 'NNG'), ('없', 'VA'), ('지', 'VX'), ('불편', 'NNG')]"
"[('카드', 'NNG'), ('값', 'NNG'), ('납부', 'NNG'), ('기능', 'NNG'), ('없', 'VA'), ('지', 'VX'), ('갑자기', 'MAG'), ('안보', 'NNG'), ('이', 'VCP')]"
"[('며칠', 'NNG'), ('전', 'NNP'), ('업데이트', 'NNP'), ('완전', 'NNG'), ('가', 'VV'), ('입출금', 'NNG'), ('내역', 'NNG'), ('무한대', 'NNP'), ('내리', 'VV'), ('계속', 'MAG'), ('같', 'VA'), ('반복', 'NNG'), ('나오', 'VV')]"
"[('학자금', 'NNG'), ('대출', 'NNG'), ('조회', 'NNP'), ('어떻', 'VA'), ('하', 'VV'), ('아니', 'VCN'), ('안드로이드', 'NNP'), ('출시', 'NNG'), ('안', 'NNG')]"
"[('사용', 'NNG'), ('편리', 'NNG'), ('기능', 'NNG'), ('다양', 'XR'), ('은행', 'NNG'), ('프', 'VX'), ('주로', 'MAG'), ('쓰', 'VV'), ('있', 'VV'), ('애', 'NNG'), ('프', 'VX'), ('인', 'NNP'), ('요', 'NNG'), ('근래', 'NNG'), ('갑자기', 'MAG'), ('입출금', 'NNG'), ('내역', 'NNG'), ('뒤죽박죽', 'NNG'), ('보', 'VV'), ('빨리', 'MAG'), ('고치', 'VV'), ('주', 'VX'), ('하', 'VV')]"
"[('입출금', 'NNG'), ('내역', 'NNG'), ('오류', 'NNG'), ('있', 'VV'), ('내리', 'VV'), ('전달', 'NNG'), ('내역', 'NNG'), ('안', 'MAG'), ('나오', 'VV'), ('다시', 'MAG'), ('이번', 'NNG'), ('달', 'NNG'), ('시작', 'NNG'), ('리제', 'NNP'), ('시작', 'NNG'), ('이번', 'NNG'), ('달', 'NNG'), ('입출금', 'NNG'), ('내역', 'NNG'), ('아니', 'VCN'), ('빨리', 'MAG'), ('고치', 'VV'), ('주', 'VX'), ('현기증', 'NNP'), ('요', 'NNP')]"
"[('갑자기', 'MAG'), ('입출금', 'NNG'), ('내역', 'NNG'), ('이상', 'XR'), ('나오', 'VV')]","[('며칠', 'NNG'), ('간의', 'NNP'), ('입출금', 'NNG'), ('반복', 'NNG'), ('보이', 'VV'), ('예전', 'NNP'), ('안', 'MAG'), ('보이', 'VV')]","[('여러모로', 'MAG'), ('편리', 'NNG'), ('잘', 'MAG'), ('쓰', 'VV'), ('있', 'VV'), ('왜', 'MAG'), ('이렇', 'VA')]"
"[('공인인증서', 'NNP'), ('새로', 'MAG'), ('발급', 'NNG'), ('받', 'VV'), ('다시', 'MAG'), ('등록', 'NNG'), ('하', 'VX'), ('계속', 'MAG'), ('프', 'VX'), ('이', 'NNP'), ('중단', 'NNG'), ('뜨', 'VV')]"
"[('오늘', 'NNG'), ('보니', 'NNP'), ('거래', 'NNG'), ('내역', 'NNG'), ('날짜', 'NNP'), ('뒤죽박죽', 'NNG'), ('섞이', 'VV'), ('있', 'VX'), ('확인', 'NNG'), ('불편', 'NNG')]","[('수정', 'NNP'), ('부탁', 'NNG'), ('드리', 'VV')]"
"[('만', 'NR'), ('보기', 'NNP'), ('미션', 'NNP'), ('필요', 'NNG'), ('보이', 'VV')]","[('목적지', 'NNG'), ('아니', 'VCN'), ('곳', 'NNG'), ('설정', 'NNG'), ('곳', 'NNG'), ('있', 'VV')]"
"[('지금', 'MAG'), ('내역', 'NNG'), ('뜨', 'VV'), ('게이', 'NNP'), ('상', 'NNG')]","[('날짜', 'NNP'), ('순', 'NNP'), ('안', 'MAG'), ('나오', 'VV'), ('뒤죽박죽', 'NNG'), ('최근', 'NNG'), ('처리', 'NNG'), ('지출', 'NNG'), ('내역', 'NNG'), ('반복', 'NNG'), ('나오', 'VV')]","[('확인', 'NNG'), ('부탁', 'NNG'), ('드리', 'VV')]"
"[('다', 'MAG'), ('좋', 'VA'), ('원래', 'NNG'), ('보', 'VV'), ('있', 'VX'), ('사용', 'NNG'), ('내역', 'NNG'), ('달력', 'NNP'), ('지금', 'NNG'), ('너무', 'MAG'), ('쓰기', 'NNP'), ('불편', 'NNG')]","[('예전', 'NNG'), ('롤백', 'NNP'), ('시키', 'VV'), ('좋', 'VA')]"
"[('수입', 'NNG'), ('지출', 'NNG'), ('한번', 'NNG'), ('보', 'VV'), ('있', 'VV'), ('좋', 'VA'), ('언젠가', 'MAG'), ('지출', 'NNG'), ('위주', 'NNG'), ('나오', 'VV'), ('퇴보', 'NNG'), ('같', 'VA')]"
"[('해외', 'NNP'), ('주식', 'NNP'), ('구매', 'NNG'), ('잇', 'VV'), ('만들', 'VV'), ('주', 'VX')]"
"[('아주', 'NNP'), ('조', 'NNP'), ('아', 'NNP')]"
"[('비상금', 'NNG'), ('계좌', 'NNG'), ('늘리', 'VV'), ('주', 'VX')]"
"[('주로', 'MAG'), ('쓰', 'VV'), ('계좌', 'NNP'), ('해제', 'NNP'), ('기능', 'NNG'), ('추가', 'NNG'), ('주', 'VX')]"
"[('은행', 'NNG'), ('정보', 'NNG'), ('한번', 'NNG'), ('보', 'VV'), ('좋', 'VA')]"
"[('최근', 'NNG'), ('업데이트', 'NNG'), ('자꾸', 'MAG'), ('실수', 'NNG'), ('누르', 'VV'), ('되', 'VV'), ('불편', 'NNG'), ('바로', 'MAG'), ('송금', 'NNG'), ('있', 'VV'), ('깔끔', 'XR'), ('좋', 'VA'), ('광고', 'NNG'), ('뜨', 'VV'), ('기다리', 'VV'), ('밑', 'NNG'), ('내리', 'VV'), ('작', 'VA'), ('나오', 'VV'), ('송금', 'NNG'), ('버튼', 'NNP'), ('누르', 'VV'), ('자꾸', 'MAG'), ('잘못', 'MAG'), ('누르', 'VV'), ('쓰기', 'NNP'), ('싫', 'VA'), ('지', 'VX'), ('같', 'VA')]"
[]
"[('좋', 'VA')]"
"[('새롭', 'VA'), ('정보재', 'NNP'), ('공', 'NNP'), ('을', 'NNG'), ('잘', 'MAG'), ('주', 'VX')]"
"[('한마디', 'NNG'), ('편하', 'VA'), ('좋', 'VA'), ('단지', 'MAG'), ('기계', 'NNG'), ('치', 'VV'), ('이', 'VCP'), ('계좌', 'NNP'), ('연동', 'NNP'), ('방법', 'NNG'), ('좀', 'MAG'), ('어렵', 'VA'), ('못하', 'VX'), ('아쉽', 'VA'), ('이', 'VCP')]"
"[('좋', 'VA'), ('왜', 'MAG'), ('계좌', 'NNP'), ('거래', 'NNP'), ('검색', 'NNP'), ('갑자기', 'MAG'), ('안', 'NNG')]"
"[('계좌', 'NNG'), ('조회', 'NNP'), ('안', 'NNG'), ('좀', 'MAG'), ('안타깝', 'VA')]"
"[('저금', 'NNG'), ('기능', 'NNG'), ('사라지', 'VV')]"
"[('홈', 'NNG'), ('화면', 'NNG'), ('보', 'VV'), ('안', 'MAG'), ('생기', 'VV'), ('어찌', 'MAG'), ('확인', 'NNG')]"
"[('간편', 'XR'), ('사용', 'NNG'), ('편하', 'VA')]"
"[('매우', 'NNP'), ('편리', 'NNG')]"
[],"[('해외', 'NNP'), ('주식 투자', 'NNP'), ('생기', 'VV'), ('하', 'VV')]","[('토스', 'NNG'), ('만', 'NR'), ('보기', 'NNP'), ('경우', 'NNG'), ('휴대폰', 'NNG'), ('가지', 'VV'), ('걷', 'VV'), ('걸음', 'NNG'), ('인정', 'NNG'), ('되', 'VV'), ('웨어', 'NNG'), ('러브', 'NNP'), ('기기', 'NNG'), ('호환', 'NNG'), ('되', 'VV'), ('하', 'VV')]"
"[('날', 'NNG'), ('씻', 'VV')]"
"[('좋', 'VA')]"
"[('이전', 'NNG'), ('비하', 'VV'), ('개선', 'NNG'), ('조금', 'MAG'), ('되', 'VV'), ('같', 'VA')]"
"[('갑자기', 'MAG'), ('잘', 'MAG'), ('쓰', 'VV'), ('연결', 'NNG'), ('끊기', 'VV'), ('초기', 'NNG'), ('저번', 'NNG'), ('이렇', 'VA'), ('심지어', 'MAG'), ('토스', 'NNG'), ('비버', 'NNP'), ('치', 'VV'), ('계속', 'MAG'), ('서버', 'NNP'), ('문제', 'NNG'), ('이', 'VCP'), ('인증', 'NNP'), ('안', 'NNG'), ('일', 'NNP'), ('전', 'NNP'), ('하', 'VV'), ('인증', 'NNG'), ('비번', 'NNG'), ('이', 'VCP'), ('하', 'NNP')]"
"[('입금', 'NNG'), ('되', 'VV'), ('알리', 'VV'), ('안', 'MAG'), ('뜨', 'VV')]"
"[('참고', 'NNG'), ('내용', 'NNG'), ('있', 'VV'), ('좋', 'VA')]"
"[('농협', 'NNP'), ('알리', 'VV'), ('서비스', 'NNG'), ('안', 'NNG'), ('계속', 'MAG')]"
"[('좋', 'VA')]"
"[('좋', 'VA')]"
"[('최신', 'NNG'), ('업데이트', 'NNP'), ('이전', 'NNP'), ('버전', 'NNP'), ('훨씬', 'MAG'), ('좋', 'VA'), ('편의', 'NNG'), ('신용', 'NNG'), ('점수', 'NNG')]"
"[('유안타증권', 'NNP'), ('계좌', 'NNP'), ('등록', 'NNP'), ('부탁', 'NNG'), ('드리', 'VV')]"
"[('참', 'MAG'), ('좋', 'VA')]"
"[('대부분', 'NNG'), ('맘', 'NNG'), ('들', 'VV'), ('이', 'VCP'), ('화면', 'NNG'), ('밑', 'NNG'), ('주식', 'NNG'), ('창', 'NNG'), ('지우', 'VV'), ('순', 'NNP'), ('없', 'VA'), ('주식', 'NNG'), ('탭', 'NNG'), ('키', 'VV'), ('끌', 'VV'), ('있', 'VX'), ('만들', 'VV'), ('주', 'VX')]"
"[('기업은행', 'NNP'), ('공인인증서', 'NNP'), ('만기', 'NNG'), ('되', 'VV'), ('갱신', 'NNG'), ('금융', 'NNG'), ('이', 'VCP'), ('증서', 'NNP'), ('발급', 'NNG'), ('토스', 'NNG'), ('결제', 'NNG'), ('내역', 'NNG'), ('보', 'VV'), ('없', 'VA'), ('되', 'VV')]"
"[('토스', 'NNG'), ('아무리', 'MAG'), ('다운', 'NNP'), ('받', 'VV'), ('하', 'VV'), ('다운', 'NNP'), ('다', 'MAG'), ('다운', 'NNP'), ('가능', 'XR'), ('토스', 'NNG'), ('일', 'NNG'), ('다운', 'NNP'), ('안', 'NNG'), ('어떻', 'VA'), ('하', 'VV'), ('하', 'VX')]"
"[('금융', 'NNG'), ('프', 'VX'), ('이면', 'NNP'), ('P2P', 'NNP'), ('투자', 'NNG'), ('서비스', 'NNG'), ('하', 'VV'), ('없애', 'VV'), ('만', 'NR'), ('보기', 'NNP'), ('미션', 'NNP'), ('바꾸', 'VV'), ('이러저러', 'XR'), ('정책', 'NNG'), ('수시로', 'MAG'), ('변경', 'NNG')]","[('사람', 'NNG'), ('혹하', 'VV'), ('만들', 'VV'), ('짧', 'VA'), ('서비스', 'NNG'), ('없애', 'VV'), ('믿', 'VV'), ('쓰', 'VV'), ('편리', 'NNG'), ('계좌', 'NNP'), ('보', 'VV'), ('있', 'VV'), ('요즘', 'NNG'), ('오픈', 'NNP'), ('뱅킹', 'NNG'), ('전부', 'MAG'), ('다', 'MAG'), ('하', 'VV'), ('있', 'VV'), ('잔액', 'NNG'), ('갱신', 'NNG'), ('더', 'MAG'), ('빠르', 'VA')]","[('원래', 'NNG'), ('송금', 'NNG'), ('무료', 'NNG'), ('이', 'VCP'), ('하', 'VV')]","[('결국', 'MAG'), ('간편', 'XR'), ('지원금', 'NNG'), ('신청', 'NNG'), ('만', 'NR'), ('보기', 'NNP'), ('기능', 'NNG'), ('코드', 'NNP'), ('혜택', 'NNG'), ('좋', 'VA'), ('카드', 'NNG'), ('추천', 'NNG'), ('부가', 'NNG'), ('이', 'VCP'), ('서비스', 'NNG'), ('보', 'VV'), ('사용', 'NNG'), ('걸', 'VV'), ('서비스', 'NNG'), ('운영', 'NNG'), ('게', 'NNG'), ('불안정', 'NNG'), ('끝', 'NNG'), ('믿', 'VV'), ('쓰', 'VV'), ('못', 'MAG'), ('하', 'VV')]"
"[('토스', 'NNG'), ('잘', 'MAG'), ('사용', 'NNG'), ('이', 'VCP'), ('토스', 'NNG'), ('증권', 'NNG'), ('가창', 'NNP'), ('보', 'VV'), ('매도', 'NNP'), ('매수', 'NNG'), ('나오', 'VV'), ('체결', 'NNG'), ('상태도', 'NNP'), ('보', 'VV'), ('있', 'VX')]"
"[('편리', 'NNG')]"
"[('유용', 'XR')]"
"[('아직', 'MAG'), ('만', 'NR'), ('남', 'VV'), ('기대', 'NNG'), ('만', 'NR'), ('얼마나', 'MAG'), ('남', 'VV'), ('뜨', 'VV'), ('좋', 'VA'), ('하', 'VV')]"
"[('편리', 'NNG'), ('사용', 'NNG'), ('쉽', 'VA'), ('좋', 'VA')]"
"[('저번', 'NNG'), ('오류', 'NNG'), ('뜨', 'VV'), ('빼', 'VV'), ('괜찮', 'VA')]","[('덕분', 'NNG'), ('좀', 'MAG'), ('불안', 'NNG'), ('사용', 'NNG')]"
"[('프', 'VX'), ('이', 'NNP'), ('상당히', 'MAG'), ('가볍', 'VA'), ('좋', 'VA')]","[('소비', 'NNG'), ('내역', 'NNG'), ('카드', 'NNG'), ('결제', 'NNG'), ('예정', 'NNG'), ('값', 'NNG'), ('전혀', 'MAG'), ('맞', 'VV'), ('않', 'VX'), ('카드', 'NNG'), ('정상', 'NNG'), ('연결', 'NNG'), ('잘', 'MAG'), ('되', 'VV'), ('있', 'VX'), ('소비', 'NNP'), ('한', 'NNP'), ('내역', 'NNG'), ('정확', 'XR'), ('뜨', 'VV'), ('결제', 'NNG'), ('예정', 'NNG'), ('값', 'NNG'), ('전혀', 'MAG'), ('다르', 'VA')]"
"[('이상해', 'NNP')]"
"[('카드', 'NNG'), ('등록', 'NNG'), ('하', 'VV'), ('하', 'VV'), ('문자', 'NNP'), ('인증', 'NNP'), ('하', 'VV'), ('때', 'NNG'), ('문자', 'NNG'), ('오', 'VV'), ('않', 'VX'), ('폰', 'NNP'), ('카드', 'NNP'), ('계좌', 'NNP'), ('다', 'MAG'), ('명의', 'NNG'), ('되', 'VV'), ('있', 'VX'), ('폰', 'NNG'), ('번호', 'NNG'), ('제대로', 'MAG'), ('되', 'VV'), ('있', 'VX'), ('다', 'MAG'), ('확인', 'NNG'), ('보', 'VX'), ('다', 'MAG'), ('제대로', 'MAG'), ('되', 'VV'), ('있', 'VX')]","[('혹시', 'MAG'), ('알뜰', 'XR'), ('요금', 'NNG'), ('사용', 'NNG'), ('이', 'VCP'), ('안', 'NNG'), ('가요', 'NNP'), ('토스', 'NNG'), ('회원', 'NNG'), ('정보', 'NNG'), ('알뜰', 'XR'), ('요금', 'NNG'), ('제로', 'NNP'), ('잘', 'MAG'), ('기입', 'NNG'), ('있', 'VX')]","[('어떻', 'VA'), ('하', 'VV'), ('카드', 'NNG'), ('등록', 'NNG'), ('가능', 'XR'), ('확인', 'NNG'), ('후', 'NNG'), ('답변', 'NNG'), ('부탁', 'NNG'), ('드리', 'VV')]"
"[('덕분', 'NNG'), ('따로', 'MAG'), ('통장', 'NNP'), ('가지', 'VV'), ('은행', 'NNG'), ('알', 'VV'), ('되', 'VV')]"
"[('편하', 'VA')]"
"[('주식', 'NNP'), ('거래', 'NNP'), ('시간', 'NNG'), ('거래', 'NNG'), ('안', 'NNG'), ('불편', 'NNG')]"
"[('수협', 'NNP'), ('없', 'VA')]"
"[('친구', 'NNG'), ('추가', 'NNG'), ('왜', 'MAG'), ('없', 'VA'), ('지', 'VX'), ('이', 'VCP')]"
"[('편하', 'VA')]"
"[('ال', 'NNP')]"
"[('토스', 'NNG'), ('좋', 'VA'), ('편리', 'NNG'), ('서비스', 'NNP')]"
"[('생활', 'NNG'), ('편하', 'VA'), ('지', 'VX')]"
"[('좋', 'VA')]"
"[('잘', 'MAG'), ('쓰', 'VV'), ('있', 'VX'), ('업데이트', 'NNP'), ('이후', 'NNG'), ('이전', 'NNG'), ('불편', 'NNG'), ('지', 'VX')]"
"[('아직', 'MAG'), ('잘', 'MAG'), ('모르', 'VV'), ('사용', 'NNG'), ('더하', 'VV'), ('보', 'VX'), ('알', 'VV'), ('있', 'VX')]"
"[('추가', 'NNG'), ('주', 'VX'), ('타인', 'NNP'), ('명의', 'NNP'), ('휴대폰', 'NNG'), ('사용', 'NNG'), ('사람', 'NNG'), ('신분증', 'NNP'), ('본인', 'NNG'), ('명의', 'NNP'), ('카드', 'NNP'), ('사용', 'NNG'), ('있', 'VV'), ('위', 'NNG'), ('사항', 'NNG'), ('검토', 'NNG')]"
"[('편리', 'NNG'), ('포인트', 'NNP'), ('적립', 'NNG'), ('기회', 'NNG'), ('좀', 'MAG'), ('더', 'MAG'), ('다양', 'XR'), ('오', 'VX'), ('하', 'VX')]"
"[('편리', 'NNG'), ('간편', 'XR')]"
"[('금융', 'NNG'), ('업무', 'NNG'), ('편리', 'NNG'), ('빠르', 'VA'), ('자주', 'MAG'), ('사용', 'NNG'), ('주변', 'NNG'), ('지인', 'NNP'), ('장점', 'NNG'), ('설명', 'NNG'), ('권유', 'NNG'), ('있', 'VX'), ('며칠', 'NNG'), ('전', 'NNP'), ('업데이트', 'NNP'), ('후', 'NNG'), ('아주', 'MAG'), ('심하', 'VA'), ('많이', 'MAG'), ('불편', 'NNG')]"
"[('편리', 'NNG'), ('잘', 'MAG'), ('쓰', 'VV'), ('있', 'VX'), ('가끔', 'MAG'), ('접속', 'NNG'), ('안', 'NNG'), ('때', 'NNG'), ('있', 'VV'), ('아쉽', 'VA')]"
"[('참', 'MAG'), ('좋', 'VA')]"
[]
"[('토스', 'NNG'), ('잘', 'MAG'), ('쓰', 'VV'), ('있', 'VX')]","[('푸시', 'NNP'), ('알리', 'VV'), ('오', 'VV'), ('숫자', 'NNG'), ('뜨', 'VV'), ('잇', 'VV'), ('막상', 'MAG'), ('들어가', 'VV'), ('새롭', 'VA'), ('알리', 'VV'), ('오', 'VV'), ('없어', 'NNP')]","[('숫자', 'NNP'), ('뜨', 'VV'), ('잇', 'VV'), ('못', 'MAG'), ('견디', 'VV'), ('강', 'NNP'), ('박환', 'NNP'), ('자인', 'NNP'), ('고통', 'NNG'), ('이', 'VCP')]"
[]
"[('친구', 'NNG'), ('걷기', 'NNP'), ('같이', 'MAG')]"
